"Param","n_reps","Success_Count","Success_rate","CI_Lower","True_param","CI_Upper","alpha","N","Tfull","rho","beta","omega_var"
"omega",1000,955,0.955955955955956,0.867494818268707,1,1.13250518173129,0.05,1000,4,0,1,1
"rho",1000,952,0.952952952952953,-0.106551244137673,0,0.106551244137673,0.05,1000,4,0,1,1
"beta",1000,954,0.955911823647295,0.916586398761124,1,1.08341360123888,0.05,1000,4,0.1,1,1
"omega",1000,943,0.944889779559118,0.874818584861324,1,1.12518141513868,0.05,1000,4,0.1,1,1
"rho",1000,950,0.95190380761523,-0.0149184458586311,0.1,0.214918445858631,0.05,1000,4,0.1,1,1
"beta",1000,957,0.957,0.915714293434656,1,1.08428570656534,0.05,1000,4,0.2,1,1
"omega",1000,945,0.945,0.870057902932113,1,1.12994209706789,0.05,1000,4,0.2,1,1
"rho",1000,949,0.949,0.0783063363943919,0.2,0.321693663605608,0.05,1000,4,0.2,1,1
"beta",1000,952,0.952952952952953,0.91524532324774,1,1.08475467675226,0.05,1000,4,0.3,1,1
"omega",1000,930,0.930930930930931,0.869974206793062,1,1.13002579320694,0.05,1000,4,0.3,1,1
"rho",1000,945,0.945945945945946,0.174069276801547,0.3,0.425930723198453,0.05,1000,4,0.3,1,1
"beta",1000,950,0.950950950950951,0.917786309188971,1,1.08221369081103,0.05,1000,4,0.4,1,1
"omega",1000,943,0.943943943943944,0.873355674714958,1,1.12664432528504,0.05,1000,4,0.4,1,1
"rho",1000,956,0.956956956956957,0.264733609023725,0.4,0.535266390976275,0.05,1000,4,0.4,1,1
"beta",1000,939,0.93993993993994,0.917157062725806,1,1.08284293727419,0.05,1000,4,0.5,1,1
"omega",1000,940,0.940940940940941,0.869194302293559,1,1.13080569770644,0.05,1000,4,0.5,1,1
"rho",1000,963,0.963963963963964,0.366961247198765,0.5,0.633038752801235,0.05,1000,4,0.5,1,1
"beta",1000,945,0.950704225352113,0.914758436989726,1,1.08524156301027,0.05,1000,4,0.6,1,1
"omega",1000,954,0.959758551307847,0.861930714542083,1,1.13806928545792,0.05,1000,4,0.6,1,1
"rho",1000,954,0.959758551307847,0.480380305466277,0.6,0.719619694533723,0.05,1000,4,0.6,1,1
"beta",1000,942,0.949596774193548,0.913552480026241,1,1.08644751997376,0.05,1000,4,0.7,1,1
"omega",1000,943,0.950604838709677,0.857838306501535,1,1.14216169349846,0.05,1000,4,0.7,1,1
"rho",1000,948,0.955645161290323,0.606787698914124,0.7,0.793212301085876,0.05,1000,4,0.7,1,1
"beta",1000,941,0.944779116465863,0.911922027606604,1,1.0880779723934,0.05,1000,4,0.8,1,1
"omega",1000,959,0.96285140562249,0.850127754067987,1,1.14987224593201,0.05,1000,4,0.8,1,1
"rho",1000,944,0.947791164658635,0.747182802028628,0.8,0.852817197971372,0.05,1000,4,0.8,1,1
"beta",1000,935,0.943491422805247,0.909485116517834,1,1.09051488348217,0.05,1000,4,0.9,1,1
"omega",1000,929,0.937436932391524,0.839178667937351,1,1.16082133206265,0.05,1000,4,0.9,1,1
"rho",1000,946,0.954591321897074,0.876898847218563,0.9,0.923101152781437,0.05,1000,4,0.9,1,1
"beta",500,455,0.911823647294589,0.292689599643894,1,1.70731040035611,0.05,20,4,-0.9,1,1
"omega",500,458,0.917835671342685,-0.020117971313905,1,2.0201179713139,0.05,20,4,-0.9,1,1
"rho",500,425,0.851703406813627,-0.993214299449178,-0.9,-0.806785700550822,0.05,20,4,-0.9,1,1
"beta",500,464,0.929859719438878,0.329912935163003,1,1.670087064837,0.05,20,4,-0.8,1,1
"omega",500,455,0.911823647294589,0.0540599357911433,1,1.94594006420886,0.05,20,4,-0.8,1,1
"rho",500,436,0.87374749498998,-0.973578639336665,-0.8,-0.626421360663336,0.05,20,4,-0.8,1,1
"beta",500,472,0.944,0.335601985994985,1,1.66439801400502,0.05,20,4,-0.7,1,1
"omega",500,471,0.942,-0.000921806572376616,1,2.00092180657238,0.05,20,4,-0.7,1,1
"rho",500,437,0.874,-0.951964750122899,-0.7,-0.4480352498771,0.05,20,4,-0.7,1,1
"beta",500,472,0.944,0.358276346275385,1,1.64172365372461,0.05,20,4,-0.6,1,1
"omega",500,461,0.922,0.063736509841913,1,1.93626349015809,0.05,20,4,-0.6,1,1
"rho",500,424,0.848,-0.938811320375328,-0.6,-0.261188679624672,0.05,20,4,-0.6,1,1
"beta",500,459,0.919839679358717,0.370552160142406,1,1.62944783985759,0.05,20,4,-0.5,1,1
"omega",500,467,0.935871743486974,0.0759472809816297,1,1.92405271901837,0.05,20,4,-0.5,1,1
"rho",500,432,0.865731462925852,-0.911194930663755,-0.5,-0.0888050693362446,0.05,20,4,-0.5,1,1
"beta",500,463,0.926,0.368101744274665,1,1.63189825572533,0.05,20,4,-0.4,1,1
"omega",500,464,0.928,0.0610209261693758,1,1.93897907383062,0.05,20,4,-0.4,1,1
"rho",500,447,0.894,-0.87327229323712,-0.4,0.0732722932371198,0.05,20,4,-0.4,1,1
"beta",500,454,0.909819639278557,0.393324715837799,1,1.6066752841622,0.05,20,4,-0.3,1,1
"omega",500,449,0.899799599198397,0.101066641782381,1,1.89893335821762,0.05,20,4,-0.3,1,1
"rho",500,445,0.891783567134269,-0.850145223760522,-0.3,0.250145223760522,0.05,20,4,-0.3,1,1
"beta",500,459,0.918,0.391051825930135,1,1.60894817406987,0.05,20,4,-0.2,1,1
"omega",500,459,0.918,0.0819665116145819,1,1.91803348838542,0.05,20,4,-0.2,1,1
"rho",500,470,0.94,-0.827335508482044,-0.2,0.427335508482044,0.05,20,4,-0.2,1,1
"beta",500,450,0.9,0.39992514657771,1,1.60007485342229,0.05,20,4,-0.1,1,1
"omega",500,450,0.9,0.0805943239904048,1,1.9194056760096,0.05,20,4,-0.1,1,1
"rho",500,451,0.902,-0.766672878174047,-0.1,0.566672878174047,0.05,20,4,-0.1,1,1
"beta",500,453,0.906,0.396030013436412,1,1.60396998656359,0.05,20,4,0,1,1
"omega",500,448,0.896,0.0630468745544713,1,1.93695312544553,0.05,20,4,0,1,1
"rho",500,476,0.952,-0.753431072736116,0,0.753431072736116,0.05,20,4,0,1,1
"beta",500,462,0.924,0.410176769208003,1,1.589823230792,0.05,20,4,0.1,1,1
"omega",500,461,0.922,0.114833724769139,1,1.88516627523086,0.05,20,4,0.1,1,1
"rho",500,495,0.99,-0.712596123500571,0.1,0.912596123500571,0.05,20,4,0.1,1,1
"beta",500,458,0.917835671342685,0.40401005330546,1,1.59598994669454,0.05,20,4,0.2,1,1
"omega",500,456,0.913827655310621,0.0811706200169681,1,1.91882937998303,0.05,20,4,0.2,1,1
"rho",500,499,1,-0.660504147629601,0.2,1.0605041476296,0.05,20,4,0.2,1,1
"beta",500,450,0.9,0.400693933312031,1,1.59930606668797,0.05,20,4,0.3,1,1
"omega",500,460,0.92,0.0805787989421448,1,1.91942120105786,0.05,20,4,0.3,1,1
"rho",500,499,0.998,-0.590464683333521,0.3,1.19046468333352,0.05,20,4,0.3,1,1
"beta",500,454,0.909819639278557,0.418661417211471,1,1.58133858278853,0.05,20,4,0.4,1,1
"omega",500,449,0.899799599198397,0.10448938792152,1,1.89551061207848,0.05,20,4,0.4,1,1
"rho",500,497,0.995991983967936,-0.556477823259551,0.4,1.35647782325955,0.05,20,4,0.4,1,1
"beta",500,461,0.922,0.414211972800054,1,1.58578802719995,0.05,20,4,0.5,1,1
"omega",500,456,0.912,0.0750640413393816,1,1.92493595866062,0.05,20,4,0.5,1,1
"rho",500,495,0.99,-0.440726042663543,0.5,1.44072604266354,0.05,20,4,0.5,1,1
"beta",500,465,0.93,0.39725112756495,1,1.60274887243505,0.05,20,4,0.6,1,1
"omega",500,458,0.916,0.0237027197912594,1,1.97629728020874,0.05,20,4,0.6,1,1
"rho",500,493,0.986,-0.245838971682588,0.6,1.44583897168259,0.05,20,4,0.6,1,1
"beta",500,461,0.922,0.388723724097954,1,1.61127627590205,0.05,20,4,0.7,1,1
"omega",500,455,0.91,-0.0052349749772802,1,2.00523497497728,0.05,20,4,0.7,1,1
"rho",500,465,0.93,0.0408894981217484,0.7,1.35911050187825,0.05,20,4,0.7,1,1
"beta",500,465,0.93,0.377194684474681,1,1.62280531552532,0.05,20,4,0.8,1,1
"omega",500,451,0.902,-0.0597568141018423,1,2.05975681410184,0.05,20,4,0.8,1,1
"rho",500,372,0.744,0.426526011511708,0.8,1.17347398848829,0.05,20,4,0.8,1,1
"beta",500,461,0.923847695390782,0.359963120914501,1,1.6400368790855,0.05,20,4,0.9,1,1
"omega",500,451,0.903807615230461,-0.137178544609525,1,2.13717854460953,0.05,20,4,0.9,1,1
"rho",500,339,0.67935871743487,0.736650182150193,0.9,1.06334981784981,0.05,20,4,0.9,1,1
"beta",500,464,0.929859719438878,0.422483476454618,1,1.57751652354538,0.05,30,4,-0.9,1,1
"omega",500,461,0.923847695390782,0.167077164279268,1,1.83292283572073,0.05,30,4,-0.9,1,1
"rho",500,458,0.917835671342685,-0.976109156793827,-0.9,-0.823890843206173,0.05,30,4,-0.9,1,1
"beta",500,455,0.91,0.452876202636696,1,1.5471237973633,0.05,30,4,-0.8,1,1
"omega",500,463,0.926,0.227643171810915,1,1.77235682818909,0.05,30,4,-0.8,1,1
"rho",500,453,0.906,-0.941726365540474,-0.8,-0.658273634459527,0.05,30,4,-0.8,1,1
"beta",500,476,0.952,0.457521293189734,1,1.54247870681027,0.05,30,4,-0.7,1,1
"omega",500,474,0.948,0.182750767157652,1,1.81724923284235,0.05,30,4,-0.7,1,1
"rho",500,436,0.872,-0.905728356989656,-0.7,-0.494271643010344,0.05,30,4,-0.7,1,1
"beta",500,460,0.92,0.476034830833404,1,1.5239651691666,0.05,30,4,-0.6,1,1
"omega",500,465,0.93,0.235544061438462,1,1.76445593856154,0.05,30,4,-0.6,1,1
"rho",500,454,0.908,-0.876638284666064,-0.6,-0.323361715333936,0.05,30,4,-0.6,1,1
"beta",500,462,0.924,0.486057990883931,1,1.51394200911607,0.05,30,4,-0.5,1,1
"omega",500,466,0.932,0.245514114324532,1,1.75448588567547,0.05,30,4,-0.5,1,1
"rho",500,442,0.884,-0.83573925498177,-0.5,-0.16426074501823,0.05,30,4,-0.5,1,1
"beta",500,466,0.933867735470942,0.484057234706071,1,1.51594276529393,0.05,30,4,-0.4,1,1
"omega",500,456,0.913827655310621,0.233326796654613,1,1.76667320334539,0.05,30,4,-0.4,1,1
"rho",500,459,0.919839679358717,-0.786425209275933,-0.4,-0.0135747907240675,0.05,30,4,-0.4,1,1
"beta",500,464,0.928,0.504651704748207,1,1.49534829525179,0.05,30,4,-0.3,1,1
"omega",500,471,0.942,0.266023986533435,1,1.73397601346656,0.05,30,4,-0.3,1,1
"rho",500,458,0.916,-0.749191694214185,-0.3,0.149191694214185,0.05,30,4,-0.3,1,1
"beta",500,453,0.906,0.502795897909773,1,1.49720410209023,0.05,30,4,-0.2,1,1
"omega",500,457,0.914,0.250428795556153,1,1.74957120444385,0.05,30,4,-0.2,1,1
"rho",500,467,0.934,-0.712217297770145,-0.2,0.312217297770145,0.05,30,4,-0.2,1,1
"beta",500,464,0.929859719438878,0.510040933879994,1,1.48995906612001,0.05,30,4,-0.1,1,1
"omega",500,469,0.939879759519038,0.249308409052621,1,1.75069159094738,0.05,30,4,-0.1,1,1
"rho",500,459,0.919839679358717,-0.644336125626356,-0.1,0.444336125626356,0.05,30,4,-0.1,1,1
"beta",500,473,0.946,0.506860570987866,1,1.49313942901213,0.05,30,4,0,1,1
"omega",500,466,0.932,0.234980976584179,1,1.76501902341582,0.05,30,4,0,1,1
"rho",500,464,0.928,-0.615173894853748,0,0.615173894853748,0.05,30,4,0,1,1
"beta",500,466,0.932,0.51841134870659,1,1.48158865129341,0.05,30,4,0.1,1,1
"omega",500,454,0.908,0.277264762721471,1,1.72273523727853,0.05,30,4,0.1,1,1
"rho",500,470,0.94,-0.563481956513341,0.1,0.763481956513341,0.05,30,4,0.1,1,1
"beta",500,464,0.928,0.51337624625661,1,1.48662375374339,0.05,30,4,0.2,1,1
"omega",500,458,0.916,0.249778952787912,1,1.75022104721209,0.05,30,4,0.2,1,1
"rho",500,491,0.982,-0.502598694413696,0.2,0.902598694413696,0.05,30,4,0.2,1,1
"beta",500,473,0.946,0.51066864562003,1,1.48933135437997,0.05,30,4,0.3,1,1
"omega",500,459,0.918,0.249295732903798,1,1.7507042670962,0.05,30,4,0.3,1,1
"rho",500,495,0.99,-0.42706136937871,0.3,1.02706136937871,0.05,30,4,0.3,1,1
"beta",500,460,0.92,0.525339034791796,1,1.4746609652082,0.05,30,4,0.4,1,1
"omega",500,456,0.912,0.268818647053426,1,1.73118135294657,0.05,30,4,0.4,1,1
"rho",500,499,0.998,-0.380960872424617,0.4,1.18096087242462,0.05,30,4,0.4,1,1
"beta",500,465,0.93,0.521706078642847,1,1.47829392135715,0.05,30,4,0.5,1,1
"omega",500,465,0.93,0.244792952176496,1,1.7552070478235,0.05,30,4,0.5,1,1
"rho",500,496,0.992,-0.268099597424453,0.5,1.26809959742445,0.05,30,4,0.5,1,1
"beta",500,456,0.913827655310621,0.507857606498739,1,1.49214239350126,0.05,30,4,0.6,1,1
"omega",500,466,0.933867735470942,0.202856608740525,1,1.79714339125947,0.05,30,4,0.6,1,1
"rho",500,481,0.963927855711423,-0.0906246283942568,0.6,1.29062462839426,0.05,30,4,0.6,1,1
"beta",500,474,0.949899799599198,0.500895010723746,1,1.49910498927625,0.05,30,4,0.7,1,1
"omega",500,459,0.919839679358717,0.179229079902082,1,1.82077092009792,0.05,30,4,0.7,1,1
"rho",500,456,0.913827655310621,0.16183852876285,0.7,1.23816147123715,0.05,30,4,0.7,1,1
"beta",500,471,0.942,0.491481589289964,1,1.50851841071004,0.05,30,4,0.8,1,1
"omega",500,467,0.934,0.134712184670986,1,1.86528781532901,0.05,30,4,0.8,1,1
"rho",500,375,0.75,0.495059765333868,0.8,1.10494023466613,0.05,30,4,0.8,1,1
"beta",500,459,0.92354124748491,0.477412076559038,1,1.52258792344096,0.05,30,4,0.9,1,1
"omega",500,441,0.887323943661972,0.0714976064219549,1,1.92850239357805,0.05,30,4,0.9,1,1
"rho",500,374,0.75251509054326,0.766625432230465,0.9,1.03337456776953,0.05,30,4,0.9,1,1
"beta",500,475,0.95190380761523,0.499856019504426,1,1.50014398049557,0.05,40,4,-0.9,1,1
"omega",500,469,0.939879759519038,0.278667664873674,1,1.72133233512633,0.05,40,4,-0.9,1,1
"rho",500,460,0.92184368737475,-0.965912463244067,-0.9,-0.834087536755933,0.05,40,4,-0.9,1,1
"beta",500,471,0.94578313253012,0.52617689246837,1,1.47382310753163,0.05,40,4,-0.8,1,1
"omega",500,466,0.93574297188755,0.331119366001879,1,1.66888063399812,0.05,40,4,-0.8,1,1
"rho",500,458,0.919678714859438,-0.92273863294409,-0.8,-0.677261367055911,0.05,40,4,-0.8,1,1
"beta",500,475,0.95190380761523,0.530199658890179,1,1.46980034110982,0.05,40,4,-0.7,1,1
"omega",500,466,0.933867735470942,0.292241403135182,1,1.70775859686482,0.05,40,4,-0.7,1,1
"rho",500,455,0.911823647294589,-0.878165983431876,-0.7,-0.521834016568124,0.05,40,4,-0.7,1,1
"beta",500,467,0.934,0.546232852803517,1,1.45376714719648,0.05,40,4,-0.6,1,1
"omega",500,464,0.928,0.337961737131832,1,1.66203826286817,0.05,40,4,-0.6,1,1
"rho",500,460,0.92,-0.839575782180162,-0.6,-0.360424217819837,0.05,40,4,-0.6,1,1
"beta",500,470,0.94,0.554913164033471,1,1.44508683596653,0.05,40,4,-0.5,1,1
"omega",500,470,0.94,0.346596056208243,1,1.65340394379176,0.05,40,4,-0.5,1,1
"rho",500,463,0.926,-0.790758723861874,-0.5,-0.209241276138126,0.05,40,4,-0.5,1,1
"beta",500,465,0.933734939759036,0.553180458356665,1,1.44681954164334,0.05,40,4,-0.4,1,1
"omega",500,457,0.917670682730924,0.336041529502102,1,1.6639584704979,0.05,40,4,-0.4,1,1
"rho",500,448,0.899598393574297,-0.734654047895676,-0.4,-0.0653459521043244,0.05,40,4,-0.4,1,1
"beta",500,473,0.946,0.571015792590632,1,1.42898420740937,0.05,40,4,-0.3,1,1
"omega",500,459,0.918,0.364358126569525,1,1.63564187343047,0.05,40,4,-0.3,1,1
"rho",500,474,0.948,-0.689011418358455,-0.3,0.0890114183584555,0.05,40,4,-0.3,1,1
"beta",500,465,0.93,0.569408616724032,1,1.43059138327597,0.05,40,4,-0.2,1,1
"omega",500,471,0.942,0.350852295006329,1,1.64914770499367,0.05,40,4,-0.2,1,1
"rho",500,464,0.928,-0.643593192126764,-0.2,0.243593192126764,0.05,40,4,-0.2,1,1
"beta",500,464,0.929859719438878,0.575683001925575,1,1.42431699807442,0.05,40,4,-0.1,1,1
"omega",500,465,0.93186372745491,0.349882011832213,1,1.65011798816779,0.05,40,4,-0.1,1,1
"rho",500,450,0.901803607214429,-0.571408912990022,-0.1,0.371408912990022,0.05,40,4,-0.1,1,1
"beta",500,465,0.93,0.572928726867739,1,1.42707127313226,0.05,40,4,0,1,1
"omega",500,462,0.924,0.337474091343537,1,1.66252590865646,0.05,40,4,0,1,1
"rho",500,466,0.932,-0.532756220688363,0,0.532756220688363,0.05,40,4,0,1,1
"beta",500,465,0.93,0.582931993805621,1,1.41706800619438,0.05,40,4,0.1,1,1
"omega",500,474,0.948,0.37409292430662,1,1.62590707569338,0.05,40,4,0.1,1,1
"rho",500,458,0.916,-0.474592229293155,0.1,0.674592229293155,0.05,40,4,0.1,1,1
"beta",500,468,0.936,0.578571467173282,1,1.42142853282672,0.05,40,4,0.2,1,1
"omega",500,470,0.94,0.350289514660567,1,1.64971048533943,0.05,40,4,0.2,1,1
"rho",500,489,0.978,-0.408468318028041,0.2,0.808468318028041,0.05,40,4,0.2,1,1
"beta",500,472,0.944,0.5762266162387,1,1.4237733837613,0.05,40,4,0.3,1,1
"omega",500,455,0.91,0.34987103396531,1,1.65012896603469,0.05,40,4,0.3,1,1
"rho",500,497,0.994,-0.329653615992264,0.3,0.929653615992264,0.05,40,4,0.3,1,1
"beta",500,466,0.932,0.588931545944854,1,1.41106845405515,0.05,40,4,0.4,1,1
"omega",500,465,0.93,0.366778373574791,1,1.63322162642521,0.05,40,4,0.4,1,1
"rho",500,495,0.99,-0.276331954881377,0.4,1.07633195488138,0.05,40,4,0.4,1,1
"beta",500,466,0.932,0.585785313629029,1,1.41421468637097,0.05,40,4,0.5,1,1
"omega",500,467,0.934,0.345971511467797,1,1.6540284885322,0.05,40,4,0.5,1,1
"rho",500,495,0.99,-0.165193764006176,0.5,1.16519376400618,0.05,40,4,0.5,1,1
"beta",500,464,0.928,0.573792184948631,1,1.42620781505137,0.05,40,4,0.6,1,1
"omega",500,467,0.934,0.309653572710417,1,1.69034642728958,0.05,40,4,0.6,1,1
"rho",500,485,0.97,0.00190152733138593,0.6,1.19809847266861,0.05,40,4,0.6,1,1
"beta",500,466,0.933867735470942,0.567762400131204,1,1.4322375998688,0.05,40,4,0.7,1,1
"omega",500,464,0.929859719438878,0.289191532507676,1,1.71080846749232,0.05,40,4,0.7,1,1
"rho",500,467,0.935871743486974,0.23393849457062,0.7,1.16606150542938,0.05,40,4,0.7,1,1
"beta",500,470,0.94,0.55961013803302,1,1.44038986196698,0.05,40,4,0.8,1,1
"omega",500,460,0.92,0.250638770339936,1,1.74936122966006,0.05,40,4,0.8,1,1
"rho",500,404,0.808,0.535914010143142,0.8,1.06408598985686,0.05,40,4,0.8,1,1
"beta",500,459,0.92354124748491,0.547425582589169,1,1.45257441741083,0.05,40,4,0.9,1,1
"omega",500,451,0.907444668008048,0.195893339686756,1,1.80410666031324,0.05,40,4,0.9,1,1
"rho",500,383,0.770623742454728,0.784494236092814,0.9,1.01550576390719,0.05,40,4,0.9,1,1
"beta",500,466,0.939516129032258,0.552657624429827,1,1.44734237557017,0.05,50,4,-0.9,1,1
"omega",500,457,0.921370967741935,0.35482074571555,1,1.64517925428445,0.05,50,4,-0.9,1,1
"rho",500,464,0.935483870967742,-0.958953899351276,-0.9,-0.841046100648724,0.05,50,4,-0.9,1,1
"beta",500,464,0.931726907630522,0.576199728899633,1,1.42380027110037,0.05,50,4,-0.8,1,1
"omega",500,468,0.939759036144578,0.401734973418818,1,1.59826502658118,0.05,50,4,-0.8,1,1
"rho",500,464,0.931726907630522,-0.909780770691352,-0.8,-0.690219229308648,0.05,50,4,-0.8,1,1
"beta",500,477,0.954,0.57979780057034,1,1.42020219942966,0.05,50,4,-0.7,1,1
"omega",500,475,0.95,0.366961466300159,1,1.63303853369984,0.05,50,4,-0.7,1,1
"rho",500,458,0.916,-0.859356500092711,-0.7,-0.540643499907289,0.05,50,4,-0.7,1,1
"beta",500,465,0.93,0.594138325165004,1,1.405861674835,0.05,50,4,-0.6,1,1
"omega",500,473,0.946,0.407854976208361,1,1.59214502379164,0.05,50,4,-0.6,1,1
"rho",500,457,0.914,-0.81428309388701,-0.6,-0.385716906112989,0.05,50,4,-0.6,1,1
"beta",500,470,0.94188376753507,0.601902231555417,1,1.39809776844458,0.05,50,4,-0.5,1,1
"omega",500,463,0.927855711422846,0.415577745966072,1,1.58442225403393,0.05,50,4,-0.5,1,1
"rho",500,462,0.925851703406814,-0.760062508642496,-0.5,-0.239937491357504,0.05,50,4,-0.5,1,1
"beta",500,467,0.934,0.600352452484082,1,1.39964754751592,0.05,50,4,-0.4,1,1
"omega",500,465,0.93,0.406137490291964,1,1.59386250970804,0.05,50,4,-0.4,1,1
"rho",500,463,0.926,-0.69932368001608,-0.4,-0.10067631998392,0.05,50,4,-0.4,1,1
"beta",500,456,0.913827655310621,0.616304860383514,1,1.38369513961649,0.05,50,4,-0.3,1,1
"omega",500,458,0.917835671342685,0.431464624665656,1,1.56853537533434,0.05,50,4,-0.3,1,1
"rho",500,464,0.929859719438878,-0.647942390189246,-0.3,0.0479423901892465,0.05,50,4,-0.3,1,1
"beta",500,473,0.947895791583166,0.614867358587708,1,1.38513264141229,0.05,50,4,-0.2,1,1
"omega",500,474,0.949899799599198,0.419384641678469,1,1.58061535832153,0.05,50,4,-0.2,1,1
"rho",500,470,0.94188376753507,-0.596761812780628,-0.2,0.196761812780628,0.05,50,4,-0.2,1,1
"beta",500,464,0.928,0.620479339318776,1,1.37952066068122,0.05,50,4,-0.1,1,1
"omega",500,460,0.92,0.41851679402457,1,1.58148320597543,0.05,50,4,-0.1,1,1
"rho",500,465,0.93,-0.521640949857989,-0.1,0.321640949857989,0.05,50,4,-0.1,1,1
"beta",500,468,0.936,0.618015840815554,1,1.38198415918445,0.05,50,4,0,1,1
"omega",500,473,0.946,0.407418812555733,1,1.59258118744427,0.05,50,4,0,1,1
"rho",500,464,0.928,-0.476511649958024,0,0.476511649958024,0.05,50,4,0,1,1
"beta",500,463,0.927855711422846,0.626963034763626,1,1.37303696523637,0.05,50,4,0.1,1,1
"omega",500,474,0.949899799599198,0.440171692460599,1,1.5598283075394,0.05,50,4,0.1,1,1
"rho",500,465,0.93186372745491,-0.413930913617056,0.1,0.613930913617056,0.05,50,4,0.1,1,1
"beta",500,476,0.952,0.623062861176583,1,1.37693713882342,0.05,50,4,0.2,1,1
"omega",500,461,0.922,0.418881275634659,1,1.58111872436534,0.05,50,4,0.2,1,1
"rho",500,474,0.948,-0.344230608506264,0.2,0.744230608506264,0.05,50,4,0.2,1,1
"beta",500,474,0.949899799599198,0.620965562741851,1,1.37903443725815,0.05,50,4,0.3,1,1
"omega",500,463,0.927855711422846,0.418506975121913,1,1.58149302487809,0.05,50,4,0.3,1,1
"rho",500,490,0.981963927855711,-0.263179315054901,0.3,0.863179315054901,0.05,50,4,0.3,1,1
"beta",500,469,0.938,0.632329197330778,1,1.36767080266922,0.05,50,4,0.4,1,1
"omega",500,462,0.924,0.433629359396102,1,1.5663706406039,0.05,50,4,0.4,1,1
"rho",500,496,0.992,-0.204929690588032,0.4,1.00492969058803,0.05,50,4,0.4,1,1
"beta",500,464,0.929859719438878,0.629515121598301,1,1.3704848784017,0.05,50,4,0.5,1,1
"omega",500,461,0.923847695390782,0.415019136168221,1,1.58498086383178,0.05,50,4,0.5,1,1
"rho",500,489,0.979959919839679,-0.0949673898107054,0.5,1.09496738981071,0.05,50,4,0.5,1,1
"beta",500,466,0.933867735470942,0.618788141201392,1,1.38121185879861,0.05,50,4,0.6,1,1
"omega",500,466,0.933867735470942,0.38253538422255,1,1.61746461577745,0.05,50,4,0.6,1,1
"rho",500,487,0.975951903807615,0.0650444631496716,0.6,1.13495553685033,0.05,50,4,0.6,1,1
"beta",500,477,0.955911823647295,0.613394937704807,1,1.38660506229519,0.05,50,4,0.7,1,1
"omega",500,483,0.967935871743487,0.364233579081885,1,1.63576642091811,0.05,50,4,0.7,1,1
"rho",500,466,0.933867735470942,0.283141916865607,0.7,1.11685808313439,0.05,50,4,0.7,1,1
"beta",500,471,0.943887775551102,0.606103332816033,1,1.39389666718397,0.05,50,4,0.8,1,1
"omega",500,472,0.945891783567134,0.329750940310906,1,1.67024905968909,0.05,50,4,0.8,1,1
"rho",500,410,0.821643286573146,0.563794309909898,0.8,1.0362056900901,0.05,50,4,0.8,1,1
"beta",500,468,0.941649899396378,0.595205135116807,1,1.40479486488319,0.05,50,4,0.9,1,1
"omega",500,455,0.915492957746479,0.280785138551701,1,1.7192148614483,0.05,50,4,0.9,1,1
